"team_id","year","week","team","w-l","off_dvoa_rank","off_dvoa","off_weight_dvoa_rank","off_weight_dvoa","pass_off_rank","pass_off","rush_off_rank","rush_off","def_dvoa_rank","def_dvoa","def_weight_dvoa_rank","def_weight_dvoa","pass_def_rank","pass_def","rush_def_rank","rush_def"
"chi_2012_13",2012,13,"chi","8-4",26,-12.7,25,-12.8,23,-1.6,19,-10.1,1,-27.7,1,-26.7,1,-31.4,5,"-21.0
"
"nyj_2012_13",2012,13,"nyj","5-7",28,-15.7,29,-16.4,29,-13,16,-8.2,10,-4.3,9,-6.5,9,-3.2,20,"-5.4
"
"jax_2012_13",2012,13,"jax","2-10",30,-21,30,-20.9,30,-14.9,30,-20.8,29,14.2,28,13.2,29,26.3,26,"1.1
"
"ari_2012_13",2012,13,"ari","4-8",32,-27,32,-27.4,32,-24.5,32,-22.1,3,-20.1,3,-19,2,-28.7,16,"-9.4
"
"ne_2012_13",2012,13,"ne","9-3",1,34.4,1,34.5,1,59.2,2,14,20,2.6,18,2.4,25,16.7,7,"-18.3
"
"sf_2012_13",2012,13,"sf","8-3-1",3,18.8,4,17.2,6,33.4,1,14.7,4,-17.6,4,-17.6,7,-6.7,1,"-33.5
"
"sea_2012_13",2012,13,"sea","7-5",5,13.2,3,18.8,4,36.5,6,5.5,6,-12.5,6,-8.9,4,-12.4,11,"-12.7
"
"nyg_2012_13",2012,13,"nyg","7-5",7,12.3,9,9.3,10,20.7,3,11.6,13,-2.1,12,-3.4,12,0.3,21,"-5.1
"
"no_2012_13",2012,13,"no","5-7",9,8.4,10,8.4,12,18.9,9,2.4,27,12.2,26,10,26,19,28,"3.1
"
"hou_2012_13",2012,13,"hou","11-1",11,7.1,12,5.6,11,20.3,12,1.6,2,-21.1,2,-20.3,3,-20.2,3,"-22.9
"
"cin_2012_13",2012,13,"cin","7-5",13,4,11,6.4,15,15.1,13,-2.2,24,6.4,16,0.5,15,7.4,30,"4.9
"
"atl_2012_13",2012,13,"atl","11-1",15,2.5,16,0.1,13,18.5,28,-19.6,8,-5.5,10,-4.9,6,-8.6,24,"-1.5
"
"ind_2012_13",2012,13,"ind","8-4",17,0.1,17,-0.2,17,9.8,17,-8.3,31,17.8,31,16.3,28,26.1,31,"6.3
"
"min_2012_13",2012,13,"min","6-6",19,-2.2,19,-2.7,24,-2,7,4.4,16,1.6,24,4.3,22,15.1,8,"-17.4
"
"lar_2012_13",2012,13,"lar","5-6-1",21,-5.9,20,-4.5,21,3.4,14,-3.3,7,-8.2,8,-6.9,8,-4.4,10,"-13.3
"
"oak_2012_13",2012,13,"oak","3-9",23,-9.9,24,-12.4,19,4.2,31,-21.6,32,21.3,32,21.9,32,32.8,32,"6.8
"
"mia_2012_13",2012,13,"mia","5-7",25,-11.8,27,-13.8,26,-5.3,21,-12.1,11,-3.7,13,-2.9,16,8.6,2,"-24.2
"
"ten_2012_13",2012,13,"ten","4-8",27,-15.2,26,-12.8,27,-6.5,26,-16.9,28,13.4,27,11.8,30,27.3,23,"-2.7
"
"cle_2012_13",2012,13,"cle","4-8",29,-15.7,28,-14.2,28,-7,27,-19.1,23,4.1,17,2.3,19,11.5,18,"-6.2
"
"kc_2012_13",2012,13,"kc","2-10",31,-23.1,31,-22,31,-20.1,25,-15.9,30,16,29,15.1,27,25.8,29,"4.9
"
"sf_2012_14",2012,14,"sf","9-3-1",2,20,3,20.1,6,31.9,1,18.8,4,-16.2,3,-15.9,7,-5.9,1,"-31.3
"
"sea_2012_14",2012,14,"sea","8-5",4,15.6,2,22,3,37.1,5,10,5,-16.1,6,-13.1,4,-18.5,12,"-12.4
"
"nyg_2012_14",2012,14,"nyg","8-5",6,13.5,8,10.8,10,21.9,3,12.9,13,-1.6,12,-1.8,10,-0.6,21,"-2.9
"
"det_2012_14",2012,14,"det","4-9",8,12.7,5,12.8,9,22.5,9,3.8,22,3,18,2.5,18,9.5,17,"-7.1
"
"tb_2012_14",2012,14,"tb","6-7",10,7.7,9,10.7,12,19.9,8,3.9,18,2.4,25,5,25,18.1,2,"-25.7
"
"hou_2012_14",2012,14,"hou","11-2",12,5,15,2.8,13,16.5,12,0.5,2,-19.7,2,-18.4,3,-18.6,3,"-21.6
"
"bal_2012_14",2012,14,"bal","9-4",14,3.8,16,2.2,17,9.6,4,10.3,20,2.8,20,2.5,14,6.4,24,"-1.3
"
"cin_2012_14",2012,14,"cin","7-6",16,3.6,12,5.2,16,13.5,13,-0.5,24,4.5,10,-2.4,13,6.4,27,"1.7
"
"buf_2012_14",2012,14,"buf","5-8",18,-2.9,18,-3.9,22,1.4,11,2.5,25,7.7,22,3,23,14,26,"-0.1
"
"pit_2012_14",2012,14,"pit","7-6",20,-4.2,20,-7.1,15,14.7,32,-22.2,12,-1.9,9,-5.7,12,3,16,"-8.1
"
"lac_2012_14",2012,14,"lac","5-8",22,-8.8,21,-7.8,18,6.7,24,-15.1,17,1.9,17,0.3,21,12.1,10,"-14.4
"
"phi_2012_14",2012,14,"phi","4-9",24,-9.7,23,-9,21,1.5,27,-18.8,26,9.2,31,14.5,31,27.8,11,"-12.6
"
"chi_2012_14",2012,14,"chi","8-5",26,-12.2,25,-11.5,25,-2.9,18,-8,1,-26.9,1,-25.5,1,-31.8,6,"-18.7
"
"cle_2012_14",2012,14,"cle","5-8",28,-15.6,27,-14.7,27,-6.8,26,-18.3,21,3,16,0.2,16,8.2,18,"-4.2
"
"jax_2012_14",2012,14,"jax","2-11",30,-21.2,30,-20.7,30,-18,25,-16.9,29,14,29,12.9,29,25.2,28,"2.5
"
"ari_2012_14",2012,14,"ari","4-9",32,-31.5,32,-34.4,32,-31.5,31,-21.7,3,-16.5,5,-13.8,2,-28.6,22,"-2.6
"
"ne_2012_14",2012,14,"ne","10-3",1,36.1,1,37.2,1,62.4,2,13.4,14,1.3,15,-0.1,24,14.4,7,"-17.6
"
"den_2012_14",2012,14,"den","10-3",3,18.9,4,18.9,2,43.4,17,-7.3,6,-13.7,4,-15,5,-9.5,5,"-19.3
"
"gb_2012_14",2012,14,"gb","9-4",5,15.5,7,12.3,4,36.8,20,-10,9,-3.4,13,-1.6,11,0.3,13,"-9.0
"
"was_2012_14",2012,14,"was","7-6",7,12.8,6,12.6,5,36.8,10,2.7,23,3.7,19,2.5,20,10.8,14,"-8.7
"
"no_2012_14",2012,14,"no","5-8",9,7.8,11,6.8,14,16.3,7,5.5,28,12.5,27,10.6,26,19,30,"3.9
"
"car_2012_14",2012,14,"car","4-9",11,5.6,10,8,8,23.9,14,-4.1,19,2.4,21,2.9,15,7.1,19,"-4.0
"
"atl_2012_14",2012,14,"atl","11-2",13,4.6,14,2.9,11,21,28,-19,10,-2.5,14,-0.7,9,-4,25,"-0.5
"
"dal_2012_14",2012,14,"dal","7-6",15,3.6,13,3.5,7,24.2,22,-12.7,16,1.9,24,4.2,19,10.7,15,"-8.6
"
"min_2012_14",2012,14,"min","7-6",17,-1.9,17,-2.2,24,-2,6,6.4,15,1.3,23,3.5,22,13.6,8,"-17.3
"
"ind_2012_14",2012,14,"ind","9-4",19,-3.4,19,-4.7,20,4.4,19,-8.6,30,15.3,28,12.3,28,23.5,29,"3.7
"
"lar_2012_14",2012,14,"lar","6-6-1",21,-8.2,22,-7.9,23,0.9,15,-6.5,7,-9.8,7,-9.1,8,-4.8,9,"-16.7
"
"oak_2012_14",2012,14,"oak","3-10",23,-9,24,-10.8,19,5.9,30,-21.2,32,19.7,32,20.5,32,31.2,32,"5.5
"
"mia_2012_14",2012,14,"mia","5-8",25,-10.7,26,-12.9,26,-3.8,21,-10.7,11,-2.3,11,-2,17,8.3,4,"-19.4
"
"nyj_2012_14",2012,14,"nyj","6-7",27,-15.3,28,-16.4,29,-14.7,16,-6.7,8,-5.3,8,-7.5,6,-6.7,20,"-3.9
"
"ten_2012_14",2012,14,"ten","4-9",29,-18.2,29,-18,28,-8.7,29,-19.7,27,10,26,6.8,27,20.5,23,"-2.3
"
"kc_2012_14",2012,14,"kc","2-11",31,-23.9,31,-22.6,31,-24.4,23,-13.5,31,15.3,30,14,30,25.3,31,"4.3
"
"den_2012_15",2012,15,"den","11-3",2,20.9,3,20.3,2,43.4,15,-1.6,6,-14.4,5,-15.3,5,-9.4,3,"-21.4
"
"sea_2012_15",2012,15,"sea","9-5",4,17.7,2,25.8,4,38.2,3,12.6,5,-15.1,6,-12.1,3,-18.2,13,"-10.0
"
"was_2012_15",2012,15,"was","8-6",6,13.3,7,12.8,5,37,9,4,17,2.8,15,0.7,16,8.1,16,"-6.6
"
"nyg_2012_15",2012,15,"nyg","8-6",8,10.6,10,8.1,12,18.4,4,9.9,14,1.2,17,1.5,13,4.3,22,"-2.7
"
"car_2012_15",2012,15,"car","5-9",10,8.6,6,13.4,9,25.9,14,-0.5,12,0.7,16,0.8,11,2.5,23,"-1.9
"
"dal_2012_15",2012,15,"dal","8-6",12,5.2,11,6.2,8,26.4,22,-12.3,19,3.3,26,6.9,19,11.2,15,"-6.7
"
"tb_2012_15",2012,15,"tb","6-8",14,3.3,13,4.7,15,12.7,11,1.8,24,5.3,27,9.1,27,21.4,2,"-23.6
"
"cin_2012_15",2012,15,"cin","8-6",16,1.4,14,2.6,16,8.6,12,1.3,16,2.4,10,-5.7,12,3.5,25,"0.8
"
"pit_2012_15",2012,15,"pit","7-7",18,-3,21,-6.5,14,15,31,-21.3,13,0.8,12,-2.8,15,7.8,14,"-8.2
"
"buf_2012_15",2012,15,"buf","5-9",20,-3.4,19,-4.9,23,0.1,8,4.2,28,10.1,23,5.3,24,15.3,30,"3.7
"
"mia_2012_15",2012,15,"mia","6-8",22,-7.6,22,-7.7,22,1.9,19,-10.1,11,-0.3,14,0.1,20,12.2,6,"-20.3
"
"lac_2012_15",2012,15,"lac","5-9",24,-10.8,23,-11.3,21,3.1,23,-14.1,21,3.6,20,2.2,22,13.7,10,"-11.5
"
"chi_2012_15",2012,15,"chi","8-6",26,-13.5,26,-13.8,26,-3.7,20,-10.1,1,-25.5,1,-22.6,2,-28.5,5,"-20.4
"
"ten_2012_15",2012,15,"ten","5-9",28,-17.8,29,-18.5,28,-9.3,27,-18.2,25,7,18,1.8,23,14.3,24,"-1.8
"
"jax_2012_15",2012,15,"jax","2-12",30,-19.2,28,-18.4,29,-14.9,26,-17,31,16,31,16.2,32,29,28,"2.6
"
"ari_2012_15",2012,15,"ari","5-9",32,-31.3,32,-34.8,32,-32.5,29,-19.4,3,-18.8,3,-16.8,1,-31.6,20,"-3.3
"
"ne_2012_15",2012,15,"ne","10-4",1,35.2,1,35.2,1,58.7,2,14.4,15,1.8,13,-0.1,26,17,7,"-19.3
"
"sf_2012_15",2012,15,"sf","10-3-1",3,18.7,4,18.3,6,33,1,14.4,4,-17.1,2,-18.1,6,-9.2,1,"-29.0
"
"gb_2012_15",2012,15,"gb","10-4",5,17.4,5,15.1,3,41.8,21,-11.5,10,-4.7,11,-3.8,10,-0.9,12,"-10.4
"
"no_2012_15",2012,15,"no","6-8",7,11.3,8,11.2,11,20.4,6,8.2,27,9.2,24,5.4,21,13.4,29,"3.1
"
"det_2012_15",2012,15,"det","4-10",9,10.6,9,9.5,10,20.8,10,2.8,20,3.5,21,3,17,8.9,18,"-4.4
"
"atl_2012_15",2012,15,"atl","12-2",11,7.4,12,5.5,7,26.7,30,-19.5,8,-6.6,8,-7.5,7,-7.7,17,"-5.1
"
"hou_2012_15",2012,15,"hou","12-2",13,5,15,2.3,13,16.5,13,0.5,2,-18.8,4,-15.9,4,-17.5,4,"-21.1
"
"bal_2012_15",2012,15,"bal","9-5",15,1.9,17,-1.8,17,6.5,5,8.9,22,4.1,22,4.3,14,6.6,26,"1.4
"
"min_2012_15",2012,15,"min","8-6",17,-1.6,16,-1.5,25,-1.6,7,6,18,3.2,25,6.2,25,15.4,9,"-16.3
"
"ind_2012_15",2012,15,"ind","9-5",19,-3,18,-4.7,18,5.1,18,-8.8,30,15.5,28,11.6,28,23.9,31,"3.9
"
"lar_2012_15",2012,15,"lar","6-7-1",21,-6.8,20,-5.7,20,3.6,17,-6.1,7,-9.6,7,-9.5,9,-4.6,8,"-16.4
"
"oak_2012_15",2012,15,"oak","4-10",23,-9.6,24,-11.3,19,4.6,28,-19,32,16.2,32,16.7,31,27.3,27,"2.1
"
"phi_2012_15",2012,15,"phi","4-10",25,-12.3,25,-12.8,24,-0.8,32,-21.3,26,7.9,29,13,30,24.5,11,"-10.9
"
"cle_2012_15",2012,15,"cle","5-9",27,-16.3,27,-14.5,27,-8.9,25,-16,23,4.2,19,1.9,18,9.6,21,"-3.1
"
"nyj_2012_15",2012,15,"nyj","6-8",29,-18.8,30,-20.4,30,-22.3,16,-5.6,9,-5.2,9,-7.4,8,-6.2,19,"-4.2
"
"kc_2012_15",2012,15,"kc","2-12",31,-26.7,31,-27.1,31,-28.1,24,-15.2,29,14.4,30,13.2,29,24.2,32,"4.0
"
"den_2012_16",2012,16,"den","12-3",2,21.5,3,21.5,2,45.1,11,-0.6,6,-11.7,6,-12.5,7,-6.8,7,"-18.7
"
"sea_2012_16",2012,16,"sea","10-5",4,18.8,1,29.1,4,39.1,1,12.9,4,-16.4,4,-14.5,3,-19,11,"-12.1
"
"was_2012_16",2012,16,"was","9-6",6,14.5,5,15.4,5,36.1,5,6.7,21,3.9,17,2.5,15,8.2,20,"-3.9
"
"no_2012_16",2012,16,"no","7-8",8,10.6,9,9.7,11,21.9,8,4.2,27,10.4,25,6.9,25,17,27,"0.8
"
"atl_2012_16",2012,16,"atl","13-2",10,7.5,12,5.9,8,28.4,31,-22.3,9,-5.8,11,-6.3,9,-4.6,16,"-7.3
"
"car_2012_16",2012,16,"car","6-9",12,6.5,8,10.5,10,22.9,13,-2,11,-2.3,13,-2.9,12,0,18,"-5.5
"
"hou_2012_16",2012,16,"hou","12-3",14,1.6,17,-3.6,13,12.7,14,-2.6,2,-18.6,3,-15.3,4,-16.1,4,"-22.7
"
"min_2012_16",2012,16,"min","9-6",16,-0.7,14,-0.3,23,0.9,7,5.2,15,-0.6,15,0.5,18,11.1,5,"-19.5
"
"ind_2012_16",2012,16,"ind","10-5",18,-4.3,20,-7.8,19,4.5,22,-11.7,32,16,30,12.3,29,22.8,32,"7.3
"
"buf_2012_16",2012,16,"buf","5-10",20,-6.1,21,-8,26,-3.7,9,4.2,28,11.2,24,5.2,23,16.6,31,"4.9
"
"mia_2012_16",2012,16,"mia","7-8",22,-7.1,19,-6.4,22,1.6,19,-9.2,14,-0.9,14,-1.7,17,10.5,6,"-18.8
"
"phi_2012_16",2012,16,"phi","4-11",24,-10.8,22,-9,25,-0.6,27,-17.7,25,8.2,32,15.1,30,23.9,15,"-9.2
"
"oak_2012_16",2012,16,"oak","4-11",26,-11.2,27,-13.9,21,3.5,29,-21.4,31,14.4,31,12.8,32,25.4,25,"0.2
"
"jax_2012_16",2012,16,"jax","2-13",28,-17.1,28,-16.4,28,-11.2,26,-17,30,13.4,29,11.8,31,25,28,"1.2
"
"ten_2012_16",2012,16,"ten","5-10",30,-20.8,30,-22.5,29,-13.1,28,-20.4,26,9.9,23,4.9,24,16.9,29,"1.5
"
"ari_2012_16",2012,16,"ari","5-10",32,-32.2,32,-37.4,32,-31.2,32,-24,3,-17.3,5,-13.6,1,-28.9,22,"-3.5
"
"ne_2012_16",2012,16,"ne","11-4",1,30.9,2,28.8,1,53,3,10.8,20,3.8,18,3,26,19.2,8,"-18.3
"
"gb_2012_16",2012,16,"gb","11-4",3,20.3,4,19.8,3,43.5,18,-7.2,8,-8,9,-8.6,8,-6.1,13,"-11.0
"
"sf_2012_16",2012,16,"sf","10-4-1",5,16.4,6,12.8,6,30,2,12.7,5,-15.7,2,-15.5,5,-8.1,1,"-26.8
"
"det_2012_16",2012,16,"det","4-11",7,11.5,7,10.7,9,23.6,12,-0.7,22,4.3,22,4.4,20,12,17,"-7.0
"
"nyg_2012_16",2012,16,"nyg","8-7",9,9.3,11,6.8,12,17.7,4,7.7,18,3.4,21,3.9,16,10.3,19,"-4.8
"
"dal_2012_16",2012,16,"dal","8-7",11,6.8,10,8,7,28.7,23,-13.3,17,3.2,26,7.1,22,13.4,14,"-10.0
"
"bal_2012_16",2012,16,"bal","10-5",13,3.9,13,1.7,14,11.9,6,6.2,19,3.6,20,3.7,14,6.5,26,"0.4
"
"tb_2012_16",2012,16,"tb","6-9",15,0.4,15,-0.7,16,7.9,10,0.8,23,4.8,27,9.1,27,21,3,"-23.3
"
"cin_2012_16",2012,16,"cin","9-6",17,-1.6,16,-1.9,17,6.6,15,-3.1,13,-0.9,8,-11.8,11,0,24,"-2.1
"
"pit_2012_16",2012,16,"pit","7-8",19,-5.5,25,-11,15,11.9,30,-22.3,12,-2,10,-6.7,13,6,10,"-12.6
"
"lar_2012_16",2012,16,"lar","7-7-1",21,-6.3,18,-4,20,3.8,16,-5.9,7,-11.4,7,-12.1,6,-7.6,9,"-16.8
"
"lac_2012_16",2012,16,"lac","6-9",23,-9.9,24,-10.2,18,4.7,25,-14.4,16,2.7,16,1.2,21,12.7,12,"-12.1
"
"chi_2012_16",2012,16,"chi","9-6",25,-10.9,23,-10.1,24,0.6,20,-10.2,1,-27.2,1,-25.3,2,-28.4,2,"-25.2
"
"cle_2012_16",2012,16,"cle","5-10",27,-15,26,-12.6,27,-7.4,24,-13.4,24,5.3,19,3.2,19,11.4,23,"-2.9
"
"nyj_2012_16",2012,16,"nyj","6-9",29,-19.8,29,-22,30,-23.2,17,-7,10,-3.5,12,-6.2,10,-3.4,21,"-3.7
"
"kc_2012_16",2012,16,"kc","2-13",31,-25.5,31,-25.3,31,-29.4,21,-11.4,29,13.3,28,10.1,28,22.6,30,"3.1
"
"den_2012_17",2012,17,"den","13-3",2,22.7,3,24.1,2,49.3,13,-1.9,6,-12.6,3,-14.2,5,-8.2,7,"-18.6
"
"sea_2012_17",2012,17,"sea","11-5",4,18.6,2,29.5,4,40.3,1,11.9,5,-14.1,8,-10.3,3,-15.2,10,"-12.2
"
"was_2012_17",2012,17,"was","10-6",6,16,5,17.8,6,34.7,3,11.7,16,2.8,15,0.2,13,5.4,25,"-1.7
"
"det_2012_17",2012,17,"det","4-12",8,12.1,10,10.5,9,24.7,12,-1.1,22,3.9,21,3,19,11.8,15,"-7.6
"
"car_2012_17",2012,17,"car","7-9",10,7.6,7,12.5,12,20.4,9,2.8,13,-1.4,13,-1.6,12,2.5,16,"-7.2
"
"dal_2012_17",2012,17,"dal","8-8",12,6.2,11,7.9,7,26.1,22,-11,23,4.5,27,9.5,20,12.5,20,"-5.1
"
"min_2012_17",2012,17,"min","10-6",14,1.1,13,2.3,22,4.3,6,5.4,14,-0.8,17,0.6,17,10.1,5,"-19.0
"
"hou_2012_17",2012,17,"hou","12-4",16,0.3,19,-6,15,10.4,14,-2.7,2,-17.1,5,-13.3,4,-14.3,4,"-21.6
"
"ind_2012_17",2012,17,"ind","11-5",18,-2.6,18,-5.4,19,6.4,19,-10.3,31,14.6,29,10.5,28,20.3,32,"6.9
"
"pit_2012_17",2012,17,"pit","8-8",20,-4.3,21,-8.7,13,14.1,31,-22.4,12,-2,9,-7.6,14,5.6,11,"-12.0
"
"mia_2012_17",2012,17,"mia","7-9",22,-8.6,23,-9.5,24,-0.6,20,-10.4,15,-0.1,14,-1,18,11.4,9,"-17.1
"
"lac_2012_17",2012,17,"lac","7-9",24,-10.4,25,-11.7,18,6.8,26,-17.1,20,3.4,18,1.7,22,13.3,12,"-11.1
"
"phi_2012_17",2012,17,"phi","4-12",26,-11.2,24,-9.9,26,-1.2,27,-18.3,28,11.5,32,20.3,32,28.6,17,"-7.2
"
"jax_2012_17",2012,17,"jax","2-14",28,-18.6,28,-18.4,29,-14.1,25,-16.1,29,13,28,10.1,29,25.5,27,"0.2
"
"ten_2012_17",2012,17,"ten","6-10",30,-21.1,30,-23.7,28,-12.8,30,-22.1,25,8.4,19,2.2,23,13.5,28,"2.0
"
"ari_2012_17",2012,17,"ari","5-11",32,-31.1,32,-36.7,31,-29.8,32,-23.1,3,-16.2,7,-12.1,2,-24.7,18,"-6.4
"
"ne_2012_17",2012,17,"ne","12-4",1,31.1,1,29.6,1,54.2,2,11.7,17,2.9,16,0.3,26,17.6,6,"-18.7
"
"gb_2012_17",2012,17,"gb","11-5",3,19.6,4,19,3,42.3,17,-6.8,8,-6.5,12,-5.6,9,-3.3,13,"-11.0
"
"sf_2012_17",2012,17,"sf","11-4-1",5,17.4,6,14.4,5,35.5,5,9.5,4,-14.3,2,-14.5,7,-6.7,1,"-25.8
"
"nyg_2012_17",2012,17,"nyg","9-7",7,12.9,8,12.4,11,22.4,4,9.7,18,3,23,4.1,16,9.8,21,"-5.1
"
"no_2012_17",2012,17,"no","7-9",9,12,9,11.9,10,24.4,10,2.2,27,10.8,25,7.7,24,15.3,31,"4.4
"
"atl_2012_17",2012,17,"atl","13-3",11,6.6,12,4.5,8,25.3,29,-21.1,9,-5.7,11,-6,8,-4,14,"-7.8
"
"bal_2012_17",2012,17,"bal","10-6",13,3.1,15,-0.5,14,11.5,7,5.3,19,3.1,20,2.9,15,6.6,26,"-0.9
"
"tb_2012_17",2012,17,"tb","7-9",15,0.7,14,-0.3,16,8.6,11,0,21,3.6,26,7.9,27,18.1,3,"-22.5
"
"cin_2012_17",2012,17,"cin","10-6",17,-2.1,17,-4.7,20,6.4,15,-4.1,11,-2.2,4,-13.6,10,-1,22,"-3.8
"
"lar_2012_17",2012,17,"lar","7-8-1",19,-4.1,16,-1.3,17,8.4,16,-6.1,7,-11.6,6,-12.5,6,-7,8,"-18.2
"
"buf_2012_17",2012,17,"buf","6-10",21,-4.7,20,-7,25,-0.8,8,3.2,26,10.5,24,4.3,25,16.2,30,"3.9
"
"oak_2012_17",2012,17,"oak","4-12",23,-10.1,26,-12.6,21,4.8,28,-20,30,14.3,30,11.2,30,27.1,24,"-1.8
"
"chi_2012_17",2012,17,"chi","10-6",25,-10.7,22,-8.8,23,0.6,21,-10.5,1,-26.1,1,-22.7,1,-26.8,2,"-24.8
"
"cle_2012_17",2012,17,"cle","5-11",27,-15.2,27,-13.7,27,-7.8,24,-12.6,24,6.1,22,3.7,21,12.8,23,"-2.9
"
"nyj_2012_17",2012,17,"nyj","6-10",29,-20.5,29,-23.3,30,-23.9,18,-8.6,10,-2.9,10,-6.1,11,-0.5,19,"-5.3
"
"kc_2012_17",2012,17,"kc","2-14",31,-26,31,-26.2,32,-30.6,23,-11.8,32,15.4,31,14.3,31,27.6,29,"2.4
"
"gb_2013_1",2013,1,"gb","0-1",2,38.9,2,38.9,3,64.4,13,-6,31,37.1,31,37.1,32,96.5,9,"-35.1
"
"ind_2013_1",2013,1,"ind","1-0",4,32.3,4,32.3,6,51.3,9,-0.4,21,5.3,21,5.3,11,2,30,"9.2
"
"phi_2013_1",2013,1,"phi","1-0",6,29.5,6,29.5,19,15.4,1,53.7,25,17.1,25,17.1,21,25.5,19,"-11.4
"
"buf_2013_1",2013,1,"buf","0-1",8,12,8,12,5,56.8,14,-14.6,10,-10.8,10,-10.8,6,-12,23,"-8.7
"
"car_2013_1",2013,1,"car","0-1",10,10.9,10,10.9,17,18,5,4.4,22,11.3,22,11.3,28,39.7,11,"-31.2
"
"det_2013_1",2013,1,"det","1-0",12,8.5,12,8.5,20,14.4,2,14.8,6,-18.6,6,-18.6,4,-16.6,15,"-22.5
"
"no_2013_1",2013,1,"no","1-0",14,8.3,14,8.3,10,44.2,25,-36.9,12,-7.3,12,-7.3,8,-4,17,"-17.5
"
"oak_2013_1",2013,1,"oak","0-1",16,4.7,16,4.7,21,9.9,3,14.6,28,19.6,28,19.6,25,34.9,25,"-6.7
"
"lac_2013_1",2013,1,"lac","0-1",18,2.3,18,2.3,12,32.7,17,-25,24,15.9,24,15.9,23,32.3,26,"-5.5
"
"atl_2013_1",2013,1,"atl","0-1",20,-1.2,20,-1.2,24,3.6,15,-15.9,16,0.9,16,0.9,24,33.1,6,"-40.0
"
"nyg_2013_1",2013,1,"nyg","0-1",22,-8.8,22,-8.8,13,24.1,31,-101.2,9,-11.6,9,-11.6,9,-1.1,7,"-39.4
"
"ne_2013_1",2013,1,"ne","1-0",24,-14.8,24,-14.8,27,-5.5,16,-18,20,5.1,20,5.1,27,37.7,16,"-19.4
"
"dal_2013_1",2013,1,"dal","1-0",26,-17.5,26,-17.5,25,-2.5,24,-35.4,11,-10.1,11,-10.1,18,15.1,2,"-92.0
"
"nyj_2013_1",2013,1,"nyj","1-0",28,-25.2,28,-25.2,23,4.9,29,-51,5,-22.6,5,-22.6,12,5.9,5,"-51.9
"
"tb_2013_1",2013,1,"tb","0-1",30,-41.2,30,-41.2,26,-4.9,28,-47.5,4,-24.3,4,-24.3,7,-5,4,"-54.1
"
"jax_2013_1",2013,1,"jax","0-1",32,-99,32,-99,32,-117.6,27,-43,26,17.2,26,17.2,20,23.5,29,"9.0
"
"den_2013_1",2013,1,"den","1-0",1,58.6,1,58.6,2,103.9,6,2.6,7,-18.1,7,-18.1,5,-13.4,10,"-31.5
"
"sf_2013_1",2013,1,"sf","1-0",3,38.8,3,38.8,1,121,21,-30.8,29,26.5,29,26.5,30,49.8,18,"-15.0
"
"chi_2013_1",2013,1,"chi","1-0",5,31.9,5,31.9,4,63.2,10,-0.7,18,2.3,18,2.3,16,12,20,"-10.8
"
"hou_2013_1",2013,1,"hou","1-0",7,18.2,7,18.2,9,46.5,8,1.6,17,1.6,17,1.6,19,17.3,12,"-29.5
"
"sea_2013_1",2013,1,"sea","1-0",9,11.3,9,11.3,8,49.1,20,-28.5,19,2.6,19,2.6,13,7.9,28,"-2.2
"
"was_2013_1",2013,1,"was","0-1",11,9.1,11,9.1,11,36.5,26,-38.6,30,36.4,30,36.4,22,28.2,32,"41.6
"
"kc_2013_1",2013,1,"kc","1-0",13,8.4,13,8.4,16,19.1,4,14.4,1,-67.2,1,-67.2,1,-87.1,14,"-26.8
"
"cin_2013_1",2013,1,"cin","0-1",15,5.6,15,5.6,14,21.1,12,-5.9,27,18.6,27,18.6,29,45.5,22,"-9.7
"
"mia_2013_1",2013,1,"mia","1-0",17,2.9,17,2.9,7,49.5,30,-71.5,2,-41.9,2,-41.9,2,-53.9,27,"-4.6
"
"ten_2013_1",2013,1,"ten","1-0",19,-0.3,19,-0.3,15,20.4,11,-3.9,3,-36.3,3,-36.3,3,-17.9,1,"-92.9
"
"lar_2013_1",2013,1,"lar","1-0",21,-3.1,21,-3.1,18,17.1,19,-26.6,8,-14.7,8,-14.7,10,-0.2,8,"-37.7
"
"ari_2013_1",2013,1,"ari","0-1",23,-9.1,23,-9.1,22,7.8,23,-35.3,13,-6.4,13,-6.4,14,8.1,13,"-28.3
"
"min_2013_1",2013,1,"min","0-1",25,-17.1,25,-17.1,28,-7.7,22,-33.7,23,11.6,23,11.6,17,13.3,31,"9.2
"
"bal_2013_1",2013,1,"bal","0-1",27,-18.2,27,-18.2,30,-10.1,18,-26.3,32,57.8,32,57.8,31,89.7,24,"-7.5
"
"pit_2013_1",2013,1,"pit","0-1",29,-38.4,29,-38.4,29,-9.8,32,-113.4,14,-4.5,14,-4.5,15,9.4,21,"-10.3
"
"cle_2013_1",2013,1,"cle","0-1",31,-42.8,31,-42.8,31,-50.4,7,1.7,15,-1.8,15,-1.8,26,35.7,3,"-72.8
"
"den_2013_2",2013,2,"den","2-0",2,46.9,2,46.9,1,90.3,13,-11,8,-12.4,8,-12.4,11,-0.4,6,"-41.0
"
"ind_2013_2",2013,2,"ind","1-1",4,25.6,4,25.6,6,32.1,3,13.5,26,10.9,26,10.9,14,6.1,31,"16.9
"
"was_2013_2",2013,2,"was","0-2",6,16.1,6,16.1,10,30.6,11,-5.8,32,55.1,32,55.1,31,66.6,32,"43.3
"
