player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,week,year
Quinton Jefferson,10781,DI,SEA,1,0,0,29,48.1,0,0,39,100.0,2.6,1,0,2.6,1,40,40,1,0,49.8,0,0,26,100.0,3.8,1,3.8,1,26,26,1,7,2022
Elandon Roberts,10848,LB,MIA,1,0,0,17,69.6,0,1,3,20.0,33.3,1,0,16.7,0,15,3,1,0,,0,0,0,0.0,,0,,0,3,0,0,7,2022
Jayron Kearse,10878,S,DAL,1,0,0,9,54.3,0,1,4,12.1,25.0,1,0,12.5,0,33,4,1,0,55.2,0,0,2,14.3,0.0,0,0.0,0,14,2,0,7,2022
Morgan Fox,11184,DI,LAC,1,0,0,27,77.5,0,1,14,100.0,21.4,3,0,10.7,1,16,16,2,0,81.7,0,1,6,100.0,33.3,2,25.0,1,8,8,2,7,2022
Cory Littleton,11190,LB,CAR,1,0,0,5,60.0,0,0,1,5.0,0.0,0,0,0.0,0,20,1,0,0,,0,0,0,0.0,,0,,0,9,0,0,7,2022
Roy Robertson-Harris,11341,DI,JAX,1,0,0,15,65.5,1,0,22,100.0,13.6,3,0,2.3,0,24,24,1,0,60.1,0,0,7,100.0,14.3,1,0.0,0,7,7,0,7,2022
Antonio Hamilton,11353,CB,ARZ,1,0,0,1,60.0,0,0,1,3.1,0.0,0,0,0.0,0,32,1,0,0,,0,0,0,0.0,,0,,0,21,0,0,7,2022
Myles Garrett,11756,ED,CLV,1,0,0,8,64.4,0,4,19,100.0,36.8,7,0,15.8,1,20,20,5,0,67.7,0,2,7,100.0,42.9,3,28.6,1,8,8,3,7,2022
Solomon Thomas,11758,DI,NYJ,1,0,0,22,63.6,0,1,14,100.0,14.3,2,1,3.6,0,15,15,1,0,60.8,0,1,7,100.0,14.3,1,7.1,0,8,8,1,7,2022
Jonathan Allen,11772,DI,WAS,1,0,0,32,59.7,1,0,31,100.0,12.9,4,0,1.6,0,35,35,1,0,58.5,1,0,8,100.0,25.0,2,6.3,0,9,9,1,7,2022
Budda Baker,11791,S,ARZ,1,0,0,1,77.5,0,1,6,11.3,16.7,1,0,8.3,0,53,6,1,0,,0,0,0,0.0,,0,,0,30,0,0,7,2022
Ryan Anderson,11804,ED,PIT,1,0,0,25,51.8,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,52.9,0,0,4,100.0,0.0,0,0.0,0,4,4,0,7,2022
DeMarcus Walker,11806,ED,TEN,1,0,0,31,76.8,1,2,8,100.0,37.5,3,0,18.8,0,8,8,3,0,71.2,1,1,6,100.0,33.3,2,16.7,0,6,6,2,7,2022
Tanoh Kpassagnon,11814,ED,NO,1,0,0,20,51.9,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,54.3,0,0,4,100.0,0.0,0,0.0,0,4,4,0,7,2022
Larry Ogunjobi,11820,DI,PIT,1,0,0,25,50.3,0,0,23,100.0,0.0,0,0,0.0,0,23,23,0,0,51.2,0,0,8,100.0,0.0,0,0.0,0,8,8,0,7,2022
Dawuane Smoot,11823,ED,JAX,1,0,0,15,75.4,0,3,10,100.0,20.0,2,0,15.0,0,14,14,3,0,88.5,0,2,5,100.0,40.0,2,20.0,0,6,6,2,7,2022
Chris Wormley,11829,DI,PIT,1,0,0,25,58.1,0,0,13,100.0,7.7,1,0,0.0,0,13,13,0,0,53.3,0,0,5,100.0,0.0,0,0.0,0,5,5,0,7,2022
Duke Riley,11830,LB,MIA,1,0,0,17,54.5,0,0,3,12.5,0.0,0,0,0.0,0,24,3,0,0,54.5,0,0,3,20.0,0.0,0,0.0,0,15,3,0,7,2022
Alex Anzalone,11831,LB,DET,1,0,1,11,67.4,0,0,3,10.0,33.3,1,2,33.3,1,30,3,1,0,69.3,0,0,2,16.7,50.0,1,50.0,1,12,2,1,7,2022
Montravius Adams,11848,DI,PIT,1,0,0,25,61.5,0,0,11,100.0,9.1,1,0,0.0,0,11,11,0,0,56.0,0,0,3,100.0,0.0,0,0.0,0,3,3,0,7,2022
Trey Hendrickson,11858,ED,CIN,1,0,0,7,71.7,0,2,11,92.3,27.3,3,0,18.2,1,13,12,3,0,58.4,0,0,1,100.0,0.0,0,0.0,0,1,1,0,7,2022
Rayshawn Jenkins,11868,S,JAX,1,0,0,15,56.9,0,0,2,4.9,0.0,0,0,0.0,0,41,2,0,0,59.1,0,0,1,5.6,0.0,0,0.0,0,18,1,0,7,2022
Carl Lawson,11871,ED,NYJ,1,0,0,22,61.9,0,1,34,100.0,14.7,5,0,4.4,1,35,35,2,0,64.3,0,0,19,100.0,21.1,4,5.3,1,20,20,1,7,2022
Samson Ebukam,11880,ED,SF,1,0,0,28,55.0,0,2,28,93.9,10.7,3,0,3.6,0,33,31,2,0,55.1,0,1,11,100.0,9.1,1,4.5,0,12,12,1,7,2022
Deatrich Wise Jr.,11886,ED,NE,1,0,0,19,66.0,1,1,14,100.0,7.1,1,0,7.1,0,14,14,2,0,55.2,0,0,3,100.0,0.0,0,0.0,0,3,3,0,7,2022
Carlos Watkins,11897,DI,DAL,1,0,0,9,54.6,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,58.4,0,0,2,100.0,0.0,0,0.0,0,2,2,0,7,2022
Grover Stewart,11899,DI,IND,1,0,0,14,54.0,0,0,10,100.0,0.0,0,0,0.0,0,11,11,0,0,56.8,0,0,3,100.0,0.0,0,0.0,0,3,3,0,7,2022
Davon Godchaux,11934,DI,NE,1,0,0,19,53.5,0,0,21,100.0,0.0,0,0,0.0,0,22,22,0,0,56.2,0,0,3,100.0,0.0,0,0.0,0,4,4,0,7,2022
Xavier Woods,11946,S,CAR,1,0,0,5,59.7,0,0,1,1.9,0.0,0,0,0.0,0,52,1,0,0,,0,0,0,0.0,,0,,0,22,0,0,7,2022
Al-Quadin Muhammad,11951,ED,CHI,1,0,0,6,62.5,1,1,18,100.0,11.1,2,0,5.6,0,19,19,2,0,55.7,0,1,13,100.0,7.7,1,3.8,0,13,13,1,7,2022
D.J. Jones,11953,DI,DEN,1,0,0,10,47.5,0,3,19,100.0,15.8,3,0,7.9,0,21,21,3,0,47.3,0,2,10,100.0,20.0,2,10.0,0,11,11,2,7,2022
Ifeadi Odenigbo,11975,ED,IND,1,0,0,14,70.5,0,3,11,100.0,27.3,3,0,13.6,0,11,11,3,0,73.1,0,3,9,100.0,33.3,3,16.7,0,9,9,3,7,2022
Sione Takitaki,12666,LB,CLV,1,0,0,8,51.7,1,0,4,44.4,25.0,1,0,12.5,0,9,4,1,0,56.6,1,0,2,66.7,50.0,1,25.0,0,3,2,1,7,2022
Sam Eguavoen,15301,LB,MIA,1,0,0,17,57.6,0,1,8,88.9,12.5,1,0,6.3,0,9,8,1,0,57.6,0,1,8,100.0,12.5,1,6.3,0,8,8,1,7,2022
Jonathan Ledbetter,18645,DI,ARZ,1,0,0,1,54.8,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0,7,2022
Dylan Cole,24304,LB,TEN,1,0,0,31,63.8,0,1,4,19.0,25.0,1,0,12.5,0,21,4,1,0,68.2,0,1,2,22.2,50.0,1,25.0,0,9,2,1,7,2022
Nathan Shepherd,24614,DI,NYJ,1,0,0,22,86.4,1,1,13,100.0,38.5,5,0,7.7,0,14,14,2,0,81.8,1,1,6,100.0,50.0,3,16.7,0,7,7,2,7,2022
Foyesade Oluokun,24904,LB,JAX,1,0,0,15,71.7,1,0,6,16.3,16.7,1,1,8.3,0,43,7,1,0,65.3,1,0,3,16.7,33.3,1,16.7,0,18,3,1,7,2022
Anfernee Jennings,25449,ED,NE,1,1,0,19,58.7,0,2,10,91.7,20.0,2,0,10.0,0,12,11,2,0,51.5,0,1,3,100.0,33.3,1,16.7,0,4,4,1,7,2022
Bravvion Roy,25644,DI,CAR,1,0,0,5,68.6,0,1,18,94.7,16.7,3,0,2.8,0,19,18,1,0,58.1,0,0,2,100.0,0.0,0,0.0,0,2,2,0,7,2022
Clelin Ferrell,25955,ED,LV,1,0,0,23,56.7,1,2,29,96.7,13.8,4,0,8.6,1,30,29,4,0,62.9,1,2,13,100.0,30.8,4,19.2,1,13,13,4,7,2022
Dexter Lawrence,25991,DI,NYG,1,0,0,21,82.5,1,2,27,100.0,14.8,4,1,5.6,0,29,29,3,0,90.2,1,2,14,100.0,21.4,3,10.7,0,16,16,3,7,2022
Maxx Crosby,26316,ED,LV,1,1,0,23,76.2,2,6,40,97.6,25.0,10,0,10.0,0,41,40,8,1,72.4,1,3,17,100.0,29.4,5,11.8,0,17,17,4,7,2022
Ben Banogu,26554,ED,IND,1,0,0,14,56.6,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0,7,2022
D.J. Reed Jr.,26940,CB,NYJ,1,0,0,22,59.1,0,0,1,2.0,0.0,0,0,0.0,0,50,1,0,0,,0,0,0,0.0,,0,,0,28,0,0,7,2022
Bryce Huff,27128,ED,NYJ,1,0,0,22,66.8,0,2,18,95.0,16.7,3,0,11.1,1,20,19,3,0,70.1,0,2,14,93.8,21.4,3,14.3,1,16,15,3,7,2022
Montez Sweat,27271,ED,WAS,1,0,0,32,56.9,0,1,29,100.0,10.3,3,1,1.7,0,34,34,1,0,62.4,0,1,7,100.0,28.6,2,7.1,0,10,10,1,7,2022
Devin Bush,27375,LB,PIT,1,0,0,25,59.1,0,0,1,4.0,0.0,0,0,0.0,0,25,1,0,0,,0,0,0,0.0,,0,,0,5,0,0,7,2022
Armon Watts,27844,DI,CHI,1,0,0,6,52.0,0,0,12,100.0,0.0,0,0,0.0,0,13,13,0,0,52.9,0,0,8,100.0,0.0,0,0.0,0,8,8,0,7,2022
Davon Hamilton,28072,DI,JAX,1,0,0,15,67.3,0,2,24,100.0,4.2,1,1,4.2,0,25,25,2,0,61.5,0,0,8,100.0,0.0,0,0.0,0,8,8,0,7,2022
Dre'Mont Jones,28075,DI,DEN,1,0,0,10,62.4,0,4,21,100.0,23.8,5,1,19.0,2,23,23,6,0,61.5,0,2,12,100.0,25.0,3,16.7,1,13,13,3,7,2022
Malik Harrison,28081,LB,BLT,1,0,0,3,53.0,0,0,2,35.7,0.0,0,0,0.0,0,14,5,0,0,59.4,0,0,0,25.0,,0,,0,4,1,0,7,2022
Jerome Baker,28091,LB,MIA,1,0,0,17,53.6,0,0,5,12.0,0.0,0,0,0.0,0,50,6,0,0,56.6,0,0,1,6.9,0.0,0,0.0,0,29,2,0,7,2022
Kevin Givens,28308,DI,SF,1,0,0,28,70.1,1,2,10,100.0,30.0,3,0,15.0,0,12,12,3,0,80.1,1,2,3,100.0,100.0,3,50.0,0,4,4,3,7,2022
Myles Adams,28430,DI,SEA,1,1,0,29,71.9,1,0,24,100.0,16.7,4,0,2.1,0,26,26,1,1,75.7,1,0,15,100.0,20.0,3,3.3,0,15,15,1,7,2022
Bilal Nichols,28451,DI,LV,1,0,0,23,75.5,3,1,32,100.0,15.6,5,0,6.3,0,32,32,4,0,89.2,2,1,12,100.0,33.3,4,12.5,0,12,12,3,7,2022
DeShon Elliott,28854,S,DET,1,0,0,11,59.1,0,0,1,4.2,0.0,0,1,0.0,0,24,1,0,0,,0,0,0,0.0,,0,,0,8,0,0,7,2022
Darius Harris,29188,LB,KC,1,0,0,16,59.5,0,0,1,7.1,0.0,0,0,0.0,0,14,1,0,0,59.5,0,0,1,10.0,0.0,0,0.0,0,10,1,0,7,2022
David Long,29367,LB,TEN,1,1,0,31,74.3,1,3,11,23.9,18.2,2,0,18.2,0,46,11,4,1,80.8,1,2,8,28.6,25.0,2,18.8,0,28,8,3,7,2022
Germaine Pratt,29407,LB,CIN,1,0,0,7,68.0,0,1,4,20.0,25.0,1,0,12.5,0,20,4,1,0,66.8,0,1,1,33.3,100.0,1,50.0,0,3,1,1,7,2022
Andrew Van Ginkel,30267,ED,MIA,1,0,0,17,70.9,0,1,11,70.6,36.4,4,0,4.5,0,17,12,1,0,70.3,0,0,8,100.0,37.5,3,0.0,0,9,9,0,7,2022
Khalen Saunders,31534,DI,KC,1,0,0,16,56.7,0,1,21,92.3,9.5,2,0,7.1,1,26,24,2,0,52.8,0,1,10,90.9,10.0,1,5.0,0,11,10,1,7,2022
Abdullah Anderson,32708,DI,ATL,1,0,0,2,68.3,0,2,14,100.0,14.3,2,1,7.1,0,15,15,2,0,65.9,0,1,5,100.0,20.0,1,10.0,0,5,5,1,7,2022
Johnathan Abram,34646,S,LV,1,0,0,23,58.8,0,1,5,14.7,0.0,0,0,10.0,0,34,5,1,0,,0,0,0,0.0,,0,,0,16,0,0,7,2022
Akeem Davis-Gaither,34788,LB,CIN,1,0,0,7,66.9,0,0,0,6.7,,0,0,,0,15,1,0,0,,0,0,0,0.0,,0,,0,2,0,0,7,2022
Jamel Dean,34918,CB,TB,1,0,0,30,59.0,0,0,1,4.2,0.0,0,0,0.0,0,24,1,0,0,59.0,0,0,1,25.0,0.0,0,0.0,0,4,1,0,7,2022
Trevis Gipson,35241,ED,CHI,1,1,0,6,60.6,0,2,14,100.0,14.3,2,0,7.1,0,17,17,2,1,64.6,0,2,10,100.0,20.0,2,10.0,0,11,11,2,7,2022
Blake Cashman,35413,LB,HST,1,0,0,13,69.7,0,1,3,100.0,33.3,1,0,16.7,0,3,3,1,0,71.0,0,1,2,100.0,50.0,1,25.0,0,2,2,1,7,2022
Tae Crowder,35774,LB,NYG,1,0,0,21,54.8,0,1,2,8.3,0.0,0,0,25.0,0,24,2,1,0,59.1,0,1,1,12.5,0.0,0,50.0,0,8,1,1,7,2022
Jonas Griffith,35858,LB,DEN,1,0,0,10,31.6,1,2,5,18.5,40.0,2,0,30.0,0,27,5,3,0,40.5,1,1,2,14.3,100.0,2,50.0,0,14,2,2,7,2022
Darrell Taylor,36001,ED,SEA,1,0,0,29,70.5,0,1,26,93.1,7.7,2,0,5.8,1,29,27,2,0,76.1,0,1,20,95.2,10.0,2,7.5,1,21,20,2,7,2022
Austin Bryant,36248,ED,DET,1,0,0,11,62.5,0,0,5,100.0,20.0,1,0,0.0,0,6,6,0,0,64.5,0,0,3,100.0,33.3,1,0.0,0,4,4,0,7,2022
Shy Tuttle,37279,DI,NO,1,0,0,20,62.7,0,0,10,92.3,0.0,0,0,0.0,0,13,12,0,0,68.1,0,0,4,100.0,0.0,0,0.0,0,5,5,0,7,2022
Derrek Tuszka,37724,ED,LAC,1,0,0,27,56.1,0,1,3,60.0,0.0,0,0,16.7,0,5,3,1,0,,0,0,0,0.0,,0,,0,2,0,0,7,2022
Bryan Mone,38461,DI,SEA,1,0,0,29,61.3,0,1,11,100.0,9.1,1,0,4.5,0,11,11,1,0,64.1,0,1,7,100.0,14.3,1,7.1,0,7,7,1,7,2022
Casey Toohill,38472,ED,WAS,1,0,0,32,65.9,0,0,6,100.0,16.7,1,0,0.0,0,10,10,0,0,65.7,0,0,1,100.0,0.0,0,0.0,0,3,3,0,7,2022
Folorunso Fatukasi,38558,DI,JAX,1,0,0,15,43.8,0,1,16,100.0,6.3,1,0,3.1,0,18,18,1,0,39.9,0,1,6,100.0,16.7,1,8.3,0,6,6,1,7,2022
L'Jarius Sneed,40588,CB,KC,1,0,0,16,70.8,0,0,4,11.1,25.0,1,1,25.0,1,45,5,1,0,82.2,0,0,1,6.3,100.0,1,100.0,1,16,1,1,7,2022
Divine Deablo,42208,LB,LV,1,0,0,23,66.2,0,1,3,7.1,0.0,0,0,16.7,0,42,3,1,0,67.6,0,1,1,5.9,0.0,0,50.0,0,17,1,1,7,2022
Isaiah Simmons,42451,LB,ARZ,1,0,0,1,55.0,0,0,3,6.4,0.0,0,0,0.0,0,47,3,0,0,59.1,0,0,1,3.4,0.0,0,0.0,0,29,1,0,7,2022
Tomon Fox,42486,ED,NYG,1,0,0,21,63.5,0,0,22,83.3,4.5,1,0,0.0,0,30,25,0,0,68.7,0,0,9,91.7,0.0,0,0.0,0,12,11,0,7,2022
Rashad Weaver,42495,ED,TEN,1,0,0,31,69.3,2,1,16,88.9,12.5,2,0,9.4,0,18,16,3,0,56.7,1,1,10,90.9,10.0,1,10.0,0,11,10,2,7,2022
Chauncey Golston,42718,DI,DAL,1,0,0,9,53.7,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,56.6,0,0,3,100.0,0.0,0,0.0,0,3,3,0,7,2022
Nick Bosa,42741,ED,SF,1,0,2,28,71.0,0,1,29,100.0,20.7,6,2,5.2,1,31,31,2,0,61.6,0,0,12,100.0,16.7,2,8.3,1,13,13,1,7,2022
Osa Odighizuwa,42754,DI,DAL,1,0,0,9,52.1,0,0,15,100.0,0.0,0,0,0.0,0,16,16,0,0,53.1,0,0,6,100.0,0.0,0,0.0,0,7,7,0,7,2022
Rashan Gary,42905,ED,GB,1,0,0,12,89.4,4,2,22,100.0,27.3,6,0,13.6,0,23,23,6,0,92.0,4,1,11,100.0,45.5,5,22.7,0,12,12,5,7,2022
Jonathon Cooper,43021,ED,DEN,1,0,0,10,70.2,0,2,8,66.7,25.0,2,0,12.5,0,12,8,2,0,78.2,0,2,3,75.0,66.7,2,33.3,0,4,3,2,7,2022
Brandon Jones,43049,S,MIA,1,0,0,17,59.1,0,0,1,3.6,0.0,0,0,0.0,0,28,1,0,0,,0,0,0,0.0,,0,,0,12,0,0,7,2022
Devin White,43089,LB,TB,1,0,0,30,65.8,1,0,4,16.7,25.0,1,0,12.5,0,24,4,1,0,,0,0,0,0.0,,0,,0,4,0,0,7,2022
Mack Wilson,43190,LB,NE,1,0,0,19,87.6,0,2,2,33.3,50.0,1,0,100.0,1,6,2,3,0,54.6,0,1,1,100.0,0.0,0,50.0,0,1,1,1,7,2022
Richie Grant,43196,S,ATL,1,0,0,2,67.3,0,0,3,6.4,33.3,1,0,0.0,0,47,3,0,0,58.3,0,0,1,5.6,0.0,0,0.0,0,18,1,0,7,2022
Alex Highsmith,43507,ED,PIT,1,0,0,25,57.3,0,4,34,97.1,5.9,2,0,5.9,0,35,34,4,0,52.8,0,1,15,100.0,6.7,1,3.3,0,15,15,1,7,2022
Ben Stille,43555,DI,MIA,1,0,0,17,67.1,0,0,4,100.0,25.0,1,0,0.0,0,4,4,0,0,69.1,0,0,2,100.0,50.0,1,0.0,0,2,2,0,7,2022
Quincy Roche,43734,ED,NYG,1,0,0,21,59.1,0,0,0,100.0,,0,0,,0,1,1,0,0,59.1,0,0,0,100.0,,0,,0,1,1,0,7,2022
Jeffery Simmons,43742,DI,TEN,1,0,0,31,63.5,1,1,41,100.0,9.8,4,0,4.9,1,41,41,3,0,65.8,1,1,24,100.0,12.5,3,8.3,1,24,24,3,7,2022
Derrick Brown,43883,DI,CAR,1,0,0,5,62.1,1,2,42,100.0,11.9,5,0,3.6,0,43,43,3,0,68.1,1,1,21,100.0,19.0,4,4.8,0,21,21,2,7,2022
Timmy Horne,43918,DI,ATL,1,0,0,2,61.6,0,0,11,100.0,9.1,1,1,0.0,0,12,12,0,0,55.4,0,0,5,100.0,0.0,0,0.0,0,5,5,0,7,2022
Byron Murphy Jr.,44027,CB,ARZ,1,0,0,1,75.7,0,0,1,1.9,100.0,1,0,0.0,0,53,1,0,0,,0,0,0,0.0,,0,,0,30,0,0,7,2022
Benito Jones,44035,DI,DET,1,0,0,11,53.7,0,0,10,100.0,0.0,0,0,0.0,0,11,11,0,0,55.6,0,0,5,100.0,0.0,0,0.0,0,5,5,0,7,2022
Adetokunbo Ogundeji,44047,ED,ATL,1,0,0,2,52.2,0,0,15,69.6,0.0,0,0,0.0,0,23,16,0,0,55.8,0,0,3,75.0,0.0,0,0.0,0,4,3,0,7,2022
Julian Okwara,44152,ED,DET,1,0,0,11,66.6,0,0,3,36.4,0.0,0,0,0.0,0,11,4,0,0,67.2,0,0,2,60.0,0.0,0,0.0,0,5,3,0,7,2022
Quinnen Williams,44216,DI,NYJ,1,0,0,22,71.9,2,3,32,100.0,18.8,6,0,7.8,0,33,33,5,0,70.2,2,1,17,100.0,23.5,4,8.8,0,18,18,3,7,2022
Jamir Jones,44287,ED,PIT,1,0,0,25,56.3,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,58.3,0,0,1,100.0,0.0,0,0.0,0,1,1,0,7,2022
Justin Madubuike,44304,DI,BLT,1,0,0,3,68.1,0,1,23,100.0,17.4,4,0,2.2,0,24,24,1,0,66.2,0,1,11,100.0,18.2,2,4.5,0,11,11,1,7,2022
Naquan Jones,44363,DI,TEN,1,0,0,31,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,7,2022
Isaiahh Loudermilk,44416,ED,PIT,1,0,0,25,55.4,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,,0,0,0,,,0,,0,0,0,0,7,2022
Rashard Lawrence,44515,DI,ARZ,1,0,0,1,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0,7,2022
Trysten Hill,44519,DI,DAL,1,0,0,9,62.1,0,0,8,100.0,12.5,1,0,0.0,0,8,8,0,0,67.5,0,0,3,100.0,33.3,1,0.0,0,3,3,0,7,2022
Brian Burns,44522,ED,CAR,1,0,0,5,57.9,0,3,45,88.2,8.9,4,0,5.6,1,51,45,4,0,68.0,0,2,21,95.5,14.3,3,9.5,1,22,21,3,7,2022
Raekwon Davis,44582,DI,MIA,1,0,0,17,68.9,1,0,30,100.0,13.3,4,0,1.7,0,32,32,1,0,64.3,1,0,14,100.0,14.3,2,3.6,0,15,15,1,7,2022
Leki Fotu,44614,DI,ARZ,1,0,0,1,64.2,1,0,14,100.0,14.3,2,0,3.6,0,14,14,1,0,64.3,1,0,5,100.0,20.0,1,10.0,0,5,5,1,7,2022
Eyioma Uwazurike,45414,DI,DEN,1,0,0,10,61.0,0,0,9,100.0,11.1,1,0,0.0,0,9,9,0,0,57.0,0,0,2,100.0,0.0,0,0.0,0,2,2,0,7,2022
Kentavius Street,48404,DI,NO,1,1,0,20,59.9,0,0,13,100.0,0.0,0,0,0.0,0,14,14,0,1,64.6,0,0,7,100.0,0.0,0,0.0,0,7,7,0,7,2022
Anthony Nelson,48405,ED,TB,1,0,0,30,68.2,0,0,5,71.4,20.0,1,0,0.0,0,7,5,0,0,65.3,0,0,1,100.0,100.0,1,0.0,0,1,1,0,7,2022
James Smith-Williams,48455,ED,WAS,1,0,0,32,51.3,0,1,29,100.0,3.4,1,0,1.7,0,31,31,1,0,57.2,0,1,8,100.0,12.5,1,6.3,0,9,9,1,7,2022
Sam Hubbard,48457,ED,CIN,1,1,0,7,75.7,1,0,14,78.9,21.4,3,0,10.7,1,19,15,2,0,78.5,1,0,3,100.0,66.7,2,50.0,1,3,3,2,7,2022
Tyquan Lewis,48475,ED,IND,1,0,0,14,49.0,0,0,19,95.0,0.0,0,0,0.0,0,20,19,0,0,50.5,0,0,11,100.0,0.0,0,0.0,0,11,11,0,7,2022
Carl Granderson,48500,ED,NO,1,0,0,20,59.4,0,1,18,100.0,11.1,2,0,8.3,1,19,19,2,0,67.3,0,1,7,100.0,28.6,2,21.4,1,8,8,2,7,2022
Bradley Chubb,48526,ED,DEN,1,0,0,10,56.6,0,3,17,72.0,11.8,2,0,8.8,0,25,18,3,0,59.1,0,3,10,73.3,20.0,2,15.0,0,15,11,3,7,2022
Dorance Armstrong,48557,ED,DAL,1,0,0,9,57.3,0,1,18,94.7,11.1,2,0,2.8,0,19,18,1,0,58.6,0,1,8,88.9,12.5,1,6.3,0,9,8,1,7,2022
Malik Reed,48567,ED,PIT,1,0,0,25,57.6,1,0,20,95.2,10.0,2,0,2.5,0,21,20,1,0,62.5,1,0,11,91.7,18.2,2,4.5,0,12,11,1,7,2022
Roy Lopez,48676,DI,HST,1,0,0,13,56.6,0,3,17,100.0,17.6,3,1,8.8,0,18,18,3,0,60.9,0,2,8,100.0,25.0,2,12.5,0,8,8,2,7,2022
Daron Payne,48698,DI,WAS,1,0,1,32,52.5,1,0,30,100.0,3.3,1,1,1.7,0,34,34,1,0,58.5,1,0,6,100.0,16.7,1,8.3,0,9,9,1,7,2022
Rasheem Green,48731,ED,HST,1,0,0,13,56.7,0,0,15,100.0,6.7,1,0,6.7,1,15,15,1,0,53.5,0,0,5,100.0,0.0,0,0.0,0,5,5,0,7,2022
Taven Bryan,48753,DI,CLV,1,0,0,8,55.8,0,2,17,100.0,17.6,3,0,11.8,1,18,18,3,0,63.5,0,1,5,100.0,40.0,2,30.0,1,6,6,2,7,2022
Deadrin Senat,48815,DI,TB,1,0,0,30,59.7,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0,7,2022
Michael Dogbe,48850,DI,ARZ,1,0,0,1,55.0,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,56.9,0,0,3,100.0,0.0,0,0.0,0,3,3,0,7,2022
Daniel Ekuale,48874,DI,NE,1,0,0,19,41.2,0,2,12,100.0,16.7,2,0,8.3,0,12,12,2,0,37.9,0,1,3,100.0,33.3,1,16.7,0,3,3,1,7,2022
Poona Ford,48875,DI,SEA,1,1,0,29,66.9,0,1,13,100.0,7.7,1,0,3.8,0,13,13,1,1,75.5,0,1,5,100.0,20.0,1,10.0,0,5,5,1,7,2022
Daniel Wise,48922,DI,WAS,1,0,0,32,68.4,0,0,3,100.0,0.0,0,0,0.0,0,4,4,0,0,57.4,0,0,2,100.0,0.0,0,0.0,0,2,2,0,7,2022
Taylor Stallworth,48935,DI,KC,1,0,0,16,58.3,1,0,11,100.0,18.2,2,1,4.5,0,12,12,1,0,60.4,1,0,8,100.0,25.0,2,6.3,0,8,8,1,7,2022
Justin Jones,48940,DI,CHI,1,2,0,6,77.6,0,2,23,100.0,8.7,2,0,4.3,0,24,24,2,2,83.5,0,2,17,100.0,11.8,2,5.9,0,17,17,2,7,2022
Vita Vea,48956,DI,TB,1,0,0,30,58.5,0,0,20,100.0,5.0,1,0,5.0,1,20,20,1,0,71.2,0,0,3,100.0,33.3,1,33.3,1,3,3,1,7,2022
Kevin Strong Jr.,48981,DI,TEN,1,0,0,31,54.5,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,56.9,0,0,3,100.0,0.0,0,0.0,0,3,3,0,7,2022
Kendal Vickers,48993,DI,LV,1,0,0,23,64.6,0,1,15,100.0,13.3,2,0,3.3,0,15,15,1,0,62.6,0,0,7,100.0,14.3,1,0.0,0,7,7,0,7,2022
Justin Reid,49048,S,KC,1,0,0,16,56.0,0,0,2,6.4,0.0,0,0,0.0,0,47,3,0,0,,0,0,0,0.0,,0,,0,18,0,0,7,2022
Ryan Neal,49132,S,SEA,1,0,0,29,59.4,0,0,1,1.7,0.0,0,0,0.0,0,59,1,0,0,59.4,0,0,1,2.8,0.0,0,0.0,0,36,1,0,7,2022
Myles Hartsfield,49159,S,CAR,1,0,0,5,67.0,0,1,3,5.8,33.3,1,0,16.7,0,52,3,1,0,69.1,0,1,1,4.5,100.0,1,50.0,0,22,1,1,7,2022
Jordan Whitehead,49196,S,NYJ,1,0,0,22,59.7,0,0,1,2.0,0.0,0,0,0.0,0,50,1,0,0,59.7,0,0,1,3.6,0.0,0,0.0,0,28,1,0,7,2022
